from,to,flow
87,2444,117.29100000000032
88,3007,291.38400000000007
89,2752,131.08900000000025
90,2199,91.19400000000019
91,1988,106.68500000000031
91,3298,3.989000000000008
92,2086,80.57100000000021
93,3297,70.27500000000018
94,2000,119.41400000000036
95,2001,104.9000000000004
96,2491,88.64600000000007
97,1138,272.4660000000003
98,3300,88.35300000000024
99,1986,166.17100000000025
100,2596,106.41800000000029
101,3399,4.6550000000000065
102,3284,131.83500000000052
103,2475,138.1540000000002
104,3038,264.60100000000057
105,3681,194.56400000000025
106,3276,84.68600000000016
107,3272,261.4080000000004
108,3039,121.96600000000021
109,3747,87.20200000000027
110,3660,72.50400000000009
111,2547,149.5829999999998
112,2954,172.31700000000032
113,3359,129.52700000000016
114,3358,78.75700000000009
115,2952,75.41200000000016
116,3337,139.9490000000004
117,2591,127.8910000000003
118,2443,111.07000000000042
119,3283,7.499000000000016
119,3436,117.00000000000043
120,3285,114.30500000000048
121,2195,212.7869999999998
122,3282,117.73600000000029
123,2196,109.68400000000035
124,2204,113.86200000000038
125,3685,150.80500000000046
126,3149,165.01500000000036
127,3281,131.52700000000027
128,2593,82.74900000000025
129,2200,37.13500000000012
130,2550,142.14200000000014
131,2201,71.3960000000001
132,1916,88.49400000000031
133,3274,275.5920000000009
134,3701,26.42600000000006
135,3579,16.30900000000002
136,3286,73.7280000000002
137,1918,191.05700000000033
138,2597,227.6440000000002
139,3209,113.18499848278803
139,4764,33.41500151721241
140,3414,134.18500000000031
141,2607,120.02700000000029
142,1152,38.8100000000001
143,2608,56.62900000000012
144,3430,191.07999999999979
145,2376,128.89600000000036
146,2609,60.219000000000186
147,2610,42.49600000000011
148,2614,113.08200000000046
149,2388,49.73000000000012
150,3225,206.4620000000001
151,2390,54.364000000000104
152,3328,27.76800000000002
153,2389,72.64300000000017
154,2384,82.14600000000019
155,2383,122.12800000000028
156,3429,60.207653124890804
156,3424,178.25034687510964
157,3871,37.15400000000002
158,1990,37.17300000000009
159,3415,128.97400000000042
160,1991,162.53700000000003
161,1140,54.3380000000001
162,2092,116.97300000000023
163,1140,160.07500000000024
164,2926,207.93100000000035
165,3412,155.68000000000004
166,2538,376.1737065000157
166,3889,243.4482934999849
167,2188,80.57200000000013
168,2190,192.23500000000013
169,2441,193.57600000000002
170,3310,173.28800000000004
171,2987,183.37900000000002
172,3361,145.59600000000046
173,3362,129.6540000000003
174,2828,160.14299999999997
175,2829,132.5060000000003
176,2563,224.4320000000001
177,2826,122.65100000000034
178,3289,111.91300000000035
179,3291,84.14300000000026
180,2823,109.35800000000016
181,3289,152.5289999999998
182,2112,116.77200000000008
183,3732,49.817000000000114
184,2112,104.45200000000013
185,3637,148.64999999999984
186,2184,215.76899999999995
187,3304,69.38000000000014
188,3627,159.41400000000007
189,3435,108.55500000000029
190,2198,112.12500000000033
191,3280,127.70300000000043
192,2193,102.20600000000039
193,2542,136.20300000000032
194,2481,109.84600000000037
195,3313,134.8040000000003
196,3015,58.49100000000011
197,2515,141.61200000000056
198,1362,58.9700000000001
199,3162,201.52399999999992
200,1906,209.2369999999999
201,3014,96.95900000000024
202,2017,98.06200000000038
202,2197,12.281000000000022
203,1352,154.81200000000047
204,4706,116.21700000000033
205,2734,119.14200000000025
206,3236,110.89400000000033
207,2203,201.55000000000007
208,3963,134.54800000000034
209,1367,154.6080000000004
210,1983,127.71800000000032
211,3394,141.97800000000026
212,3295,106.81300000000013
213,2205,143.64300000000043
214,3296,96.8780000000002
215,3317,149.5970000000001
216,3317,177.7590000000002
217,2209,138.901
218,3569,173.58199999999997
219,3320,83.27800000000023
220,3318,172.81400000000025
221,2208,173.49000000000015
222,3161,207.74900000000022
223,2549,190.63299999999938
224,2518,254.02600000000027
225,3163,613.3832116317409
225,3962,133.8327883682609
226,3319,204.319
227,1356,113.73300000000006
228,3378,129.32500000000007
229,2735,137.13900000000024
230,3163,95.82900000000011
231,3568,11.632000000000009
232,3183,22.873000000000037
233,2912,243.44800000000043
234,2171,117.30200000000032
235,3305,331.15200000000044
236,2035,139.27599999999984
237,4650,165.44799999999972
238,3262,176.02400000000017
239,3263,255.46400000000008
240,1826,61.91600000000012
241,2034,111.18426307485309
241,2487,69.13773692514728
242,1646,75.58300000000007
243,2241,81.7650000000002
244,2494,24.180000000000042
245,3264,112.80800000000016
246,2552,232.32699999999977
247,1675,203.80699999999993
248,2552,20.2690000000001
249,1669,114.20800000000008
250,2748,111.79500000000027
251,2554,135.58299999999986
252,1634,76.66678013891546
252,1679,52.236219861084734
253,2238,199.48399999999998
254,1623,115.09300000000029
255,2098,168.49399999999983
256,1626,111.27034167114897
256,2556,64.45465832885127
257,3425,111.71600000000001
258,1659,82.20200000000028
259,2779,36.56404186243776
259,3425,144.68995813756234
260,2215,167.634
261,1660,101.343
262,2493,134.74200000000025
263,2211,60.28600000000017
264,1664,60.51300000000013
265,2553,306.72700000000043
266,2440,185.1879999999996
267,2221,133.6060000000002
268,3036,83.77456489608515
268,3264,86.74643510391535
269,4648,140.1130000000001
270,2219,138.15700000000015
271,2202,162.87500000000023
272,2557,135.13500000000013
273,2559,239.02100000000002
274,3382,130.10600000000022
275,2736,89.11200000000028
276,3413,144.06799999999998
277,3314,169.27700000000033
278,3315,191.6659999999998
279,2553,56.37900000000031
280,3845,66.34500000000021
281,3247,100.05900000000034
282,3382,44.51900000000007
283,2486,263.57799999999986
284,1483,129.6240000000004
285,2207,181.98
286,2975,103.91600000000027
287,2975,125.08600000000034
288,2974,312.8500000000005
289,3348,171.30699999999985
290,2581,184.01999999999975
291,3336,191.6709999999998
292,2783,207.08000000000018
293,2782,134.0860000000004
294,1486,78.1310000000002
295,2217,80.60800000000035
296,2222,166.39599999999982
297,1476,193.27999999999986
298,1378,80.23400000000014
299,2785,424.16700000000094
300,1480,128.30900000000022
301,3342,77.77200000000012
302,3343,291.87400000000093
303,3237,139.47900000000035
304,3346,255.85600000000028
305,3345,130.09500000000043
306,3347,159.83999999999963
307,2220,141.25500000000005
308,3402,43.67400000000015
309,2230,49.930000000000106
310,2560,37.01000000000016
311,1424,5.097995975216869
311,2683,15.800004024783163
312,2251,205.49099999999996
313,2264,91.74600000000027
314,2287,95.68700000000018
315,1438,57.56000000000013
316,2289,125.60200000000012
317,1439,187.14299999999994
318,1429,120.30700000000023
319,3245,63.85000000000011
320,2293,76.56900000000009
321,2235,66.02800000000018
322,2272,128.12400000000005
323,2668,140.1990000000003
324,4609,69.97400000000015
325,2682,122.67500000000031
326,1462,93.43700000000021
327,1464,128.2470000000002
328,2234,119.43500000000014
329,1463,98.17300000000031
330,1462,161.43400000000025
331,1462,90.35300000000024
332,2237,84.35700000000018
333,2237,87.1780000000002
334,4623,59.45900000000012
335,2228,99.78800000000032
336,2250,35.638917521867846
336,2510,62.281082478132284
337,2265,74.90700000000015
338,2662,35.19200000000001
339,4634,86.53200000000002
340,1492,23.894000095808245
340,2509,38.75399990419188
341,2278,46.30800000000011
342,2281,101.91400000000029
343,2672,277.32300000000004
344,2283,66.75500000000015
345,2292,83.683
346,2074,86.89100000000022
347,2090,59.08500000000006
348,2297,126.17000000000027
349,2291,182.914
350,2296,89.43600000000013
351,2028,101.68864905956471
351,2511,46.01335094043568
352,3243,131.64158713185046
352,3244,410.5514128681508
353,3713,68.76400000000021
354,2014,110.63500000000046
355,2014,71.32400000000021
356,3667,24.40400000000007
357,3683,81.71000000000042
358,3514,100.50800000000031
359,3714,167.3630000000002
360,2994,149.58600000000055
361,2161,179.02500000000023
362,1882,136.75500000000065
363,3277,23.30600000000009
364,3890,24.073000000000025
365,2717,92.98400000000026
366,3410,70.56300000000013
367,3892,1.660000000000005
368,2716,154.97700000000026
369,2240,68.23400000000017
370,2232,126.56100000000049
371,2233,77.29500000000006
372,2256,94.7550000000002
373,2087,71.45400000000006
374,2246,76.58800000000019
375,2714,177.62099999999984
376,2243,67.30800000000022
377,2261,84.6110000000002
378,1403,159.3750000000001
379,2706,94.49400000000021
380,2702,76.46000000000018
381,2268,210.53300000000002
382,3854,444.3520000000017
383,2699,110.30100000000016
384,2274,55.078000000000095
385,2279,89.34100000000011
386,2689,39.80300000000008
387,4736,74.53400000000016
388,2273,32.41400000000004
389,1418,35.381000000000036
390,2688,76.13300000000034
391,2257,96.14900000000024
392,2431,77.06400000000019
393,3241,151.28299999999984
394,3242,203.84500000000003
395,2701,43.10500000000016
396,3855,125.3760000000005
397,2562,208.67600000000013
398,2151,159.31500000000014
399,3106,76.19500000000018
400,2224,125.15800000000041
401,2216,138.47600000000006
402,2562,144.46100000000018
403,2694,156.28500000000037
404,3338,105.42000000000027
405,1398,37.874
406,2711,87.25500000000028
407,2140,81.66300000000011
408,3240,183.2199999999997
409,3239,59.818000000000175
410,1397,101.53400000000015
411,2432,178.0089999999998
412,3238,55.709000000000145
413,4524,11.512000000000004
414,2294,130.64000000000004
415,4806,139.95200000000014
416,4261,100.62000000000005
417,2288,59.304000000000116
418,4253,74.88000000000031
419,4635,100.17100000000022
420,2658,218.0259999999999
421,2269,92.17600000000027
422,4624,71.7350000000002
423,3489,72.37871338727658
423,3490,166.6092866127235
424,3488,437.0460000000013
425,3712,203.15999999999977
426,2656,80.87500000000009
427,2295,284.3209999999999
428,2244,105.9730000000002
429,4799,136.04800000000012
430,4568,259.90799999999973
431,2556,170.02299999999968
432,1546,314.8650000000006
433,2284,112.96000000000014
434,1587,68.46800000000016
435,1591,62.13800000000016
436,1594,46.78800000000009
437,1598,110.95300000000042
438,2258,108.77400000000007
439,2266,119.49400000000017
440,1613,181.43999999999994
441,1617,13.134000000000036
442,3099,41.332000000000114
443,2300,123.6670000000001
444,3620,81.87700000000011
445,3109,78.4370000000001
446,2253,100.35100000000021
447,3101,117.19000000000032
448,1581,145.96900000000005
449,3396,131.3650000000001
450,3640,30.364000000000065
451,3863,421.3260000000008
452,3608,91.03900000000017
453,1517,200.286
454,2060,139.8320000000002
455,2636,77.82000000000019
456,2027,38.24300000000006
457,2299,246.3200000000003
458,3779,154.1819999999997
459,1512,197.75979522101264
459,1525,457.58720477898925
460,1534,151.6419999999998
461,1531,339.15800000000115
462,1531,68.29905496800244
462,1541,133.37878372321254
462,4577,42.81143018617421
462,1508,69.13173112261138
463,2452,5.806000000000001
464,2063,237.7630000000002
465,2063,314.7850000000006
466,2323,72.37200000000023
467,2323,54.24000000000013
468,2322,62.12200000000005
469,2321,36.878000000000036
470,2629,94.59000000000006
471,3248,41.90500000000015
472,2342,33.67200000000009
473,4683,44.00900000000014
474,4680,98.15500000000034
475,4681,162.88599999999997
476,2335,98.28200000000014
477,1688,103.04100000000012
478,3251,79.68400000000024
479,3250,14.956000000000023
480,3249,62.17600000000012
481,3249,94.8330000000001
482,2071,172.474
483,2327,11.900000000000004
484,1696,107.97200000000014
485,1697,146.88699999999986
486,2627,53.08300000000017
487,2496,66.01100000000022
488,4591,66.79500000000019
489,4595,172.0339999999998
490,4659,65.91500000000015
491,2348,53.07500000000016
492,2349,49.31500000000015
493,1714,359.1490000000013
494,2337,213.11507143737813
494,3398,5.74492856262198
495,4660,104.42700000000018
496,2338,102.14220456228581
496,3395,96.2047954377149
497,2328,109.94700000000026
498,1713,57.685000000000166
499,2337,124.95798487182422
499,3397,162.8270151281763
500,2340,221.5510000000001
501,4661,45.10000000000015
502,2352,88.48400000000035
503,2340,109.09500000000023
504,2353,45.24500000000016
505,3253,40.815000000000154
506,2586,101.5391401878013
506,3253,29.540859812199002
507,2344,33.59600000000017
508,2588,177.65783508270806
508,2623,51.33916491729194
509,2346,78.29600000000009
510,2334,112.29100000000017
511,3642,79.5590000000001
512,4604,107.32400000000005
513,2354,63.92400000000014
514,2355,41.778000000000084
515,4606,39.86800000000009
516,1733,18.695000000000007
517,2351,51.206000000000174
518,2351,95.68100000000028
519,1737,24.68700000000004
520,1738,96.91200000000019
521,1739,83.96700000000025
522,1740,42.561000000000156
523,3096,82.65900000000022
524,3785,160.54199999999983
525,1736,100.9080000000003
526,1741,77.26400000000015
527,4663,79.19700000000022
528,4662,59.97100000000005
529,2311,40.676
530,2065,218.23999999999978
531,2320,114.19700000000026
532,1728,74.84900000000019
533,1727,120.59200000000018
534,3326,40.93300000000012
535,3252,41.05500000000012
536,2319,70.39500000000021
537,2310,64.46400000000024
538,3327,73.83600000000023
539,1722,46.473000000000205
540,3246,80.35200000000015
541,3866,158.82500000000016
542,2617,90.713
543,4752,42.00700000000011
544,2314,76.31800000000005
545,3778,71.7260000000002
546,2967,171.623
547,3392,82.58300000000021
548,3404,105.55700000000002
549,3403,218.9760000000002
550,3266,104.72100000000023
551,3268,178.2779999999998
552,1794,76.5940000000001
553,3268,151.087
554,1828,93.0610000000001
555,2585,313.60900000000095
556,3623,56.691000000000145
557,4167,222.06599999999995
558,3406,61.0470000000002
559,3427,236.50099999999995
560,3392,204.554
561,2004,92.13200978482297
561,2003,272.2460066371844
561,2618,166.71875798960622
561,2941,212.1374776400854
561,3156,191.76474794830318
561,3594,0.0
562,3739,264.2680000000006
563,3575,126.11800000000027
564,3384,124.1800000000003
565,4546,121.80700000000027
566,3321,95.50000000000027
567,3158,127.6320000000004
568,2242,142.15800000000021
569,2242,192.916
570,2242,94.17900000000007
571,3269,120.08900000000025
572,3408,68.6430000000002
573,3560,53.78100000000014
574,3853,126.25700000000026
575,3357,116.3870000000002
576,2252,97.78500000000037
577,3270,118.67400000000043
578,2263,267.3670000000001
579,2277,112.45600000000017
580,3390,127.82500000000022
581,3393,115.7010000000002
582,3258,173.81200000000013
583,2290,151.50200000000024
584,1837,63.64900000000005
585,3211,98.05600000000037
586,3322,99.27800000000018
587,2301,99.34500000000023
588,3121,148.4920000000003
589,3259,72.9900000000003
590,3746,58.816000000000145
591,3743,123.64500000000031
592,3159,106.10800000000026
593,3302,75.62200000000026
594,2306,145.8110000000002
595,3325,73.19600000000013
596,3335,49.033000000000115
597,3334,143.5990000000002
598,2170,126.7030000000001
599,3332,127.36000000000034
600,3333,105.49700000000018
601,3716,218.92200000000034
602,3859,241.5180000000001
603,3771,199.1030000000003
604,3363,176.8560000000001
605,3364,125.70600000000027
606,3217,89.0710000000001
607,3439,167.1800000000002
608,3193,0.0
608,3836,229.73099999999997
608,2527,0.0
609,3493,9.823999999999998
610,3437,82.7050000000002
611,3856,285.2970000000004
612,3438,177.994
613,3895,0.45500000000000074
614,2961,122.9260000000003
615,2367,86.62800000000009
616,3215,111.76900000000016
617,3072,107.42200000000024
618,2365,34.19200000000012
619,2360,78.54200000000004
620,2356,269.7880000000006
621,2361,91.36900000000009
622,3372,114.78500000000021
623,3216,178.42899999999992
624,3135,156.3489999999999
625,3373,121.37900000000013
626,3223,103.13300000000042
627,3137,279.1780000000002
628,3222,100.7810000000002
629,3218,117.57200000000029
630,2333,148.7210000000004
631,1114,57.02700000000004
632,1159,128.84200000000013
633,2377,105.69800000000016
634,2368,106.45000000000027
635,4786,455.1100000000012
636,2318,193.09200000000024
637,3260,98.37500000000026
638,2616,85.1970000000002
639,3085,176.18200000000004
640,3261,77.09900000000003
641,1807,207.67300000000006
642,2275,131.54800000000026
643,3112,110.38500000000023
644,2276,286.472000000001
645,2276,209.7450000000004
646,2331,48.0850000000001
647,1773,90.35200000000013
648,2330,106.39000000000034
649,3087,90.32300000000008
650,2326,91.83000000000006
651,2325,110.33000000000015
652,1779,45.4300000000001
653,1781,93.8160000000002
654,1077,88.22100000000022
655,1814,93.48600000000025
656,1809,50.354000000000035
657,2964,187.49700000000016
658,3861,404.5270000000005
658,3557,0.0
659,3323,12.624719230162267
659,3877,31.027077071054848
659,3878,58.035203698783086
660,1079,123.46900000000029
661,3212,91.1630000000003
662,3074,217.33800000000016
663,2363,29.48672766027936
663,3391,147.52327233972068
664,2341,105.22300000000003
665,1797,103.7300000000002
666,4523,126.01300000000023
667,1803,123.41700000000012
668,1820,133.8580000000001
669,1801,145.3290000000002
670,2304,112.65100000000012
671,2309,106.0370000000002
672,1789,94.57300000000016
673,3023,55.22700000000012
674,2164,124.16800000000013
675,2332,65.57400000000021
676,2307,68.67600000000019
677,2062,82.66900000000011
678,1784,31.05500000000005
679,1784,71.27100000000009
680,1803,62.12200000000005
681,2551,15.024000000000035
682,3870,111.16008988752166
682,3868,553.13991011248
683,2339,562.2010000000017
684,4541,89.93500000000013
685,1745,78.92300000000037
686,1749,118.37900000000026
687,1752,69.6350000000003
688,2350,77.98400000000004
689,3254,39.83700000000002
690,3255,92.47000000000016
691,4560,50.986000000000125
692,1755,135.9400000000001
693,2347,98.74400000000014
694,1756,151.38800000000006
695,1759,257.5210000000007
696,1763,98.11200000000011
697,1763,213.88599999999974
698,1762,97.42100000000003
699,1758,361.02592001519736
699,1760,93.53307998480317
700,1767,107.44400000000017
701,3086,255.56400000000014
702,2106,54.39700000000012
703,2358,76.81700000000015
704,1771,174.973
705,1770,85.35800000000019
706,2364,37.57200000000012
707,2449,111.84600000000012
708,1095,102.25600000000023
709,2369,133.61000000000018
710,4675,70.56900000000016
711,2372,69.76011971264121
711,2504,69.88688028735909
712,1093,61.49400000000013
713,3420,182.32800000000012
714,2366,64.45694909172342
714,3423,47.28505090827681
715,2357,182.69900000000047
716,2021,47.97400000000008
717,1104,123.98800000000035
718,2373,225.44100000000063
719,3213,104.66200000000028
720,3214,97.17000000000016
721,2371,76.5220000000001
722,4795,137.93800000000027
723,2604,112.40600000000015
724,2606,62.29400000000025
725,3432,119.69700000000019
726,1111,68.19900000000014
727,2370,92.69100000000014
728,1179,125.36900000000013
729,2387,158.00200000000004
730,3226,107.49300000000018
731,2392,90.2290000000002
732,1185,74.05100000000012
733,3062,154.23400000000007
734,1166,26.586000000000066
735,1176,101.1510000000002
736,1169,96.94700000000017
737,2398,57.58800000000014
738,2397,57.19100000000015
739,2400,11.850153752271575
739,3374,227.79984624772902
740,2401,64.52700000000006
741,2403,88.36600000000024
742,1170,70.36400000000017
743,2401,86.33600000000008
744,3375,69.21900000000011
745,1190,73.94800000000015
746,3376,88.43200000000026
747,1194,180.44800000000032
748,1238,147.13200000000026
749,3061,133.4380000000003
750,2404,72.84600000000013
751,2406,75.84700000000014
752,1242,131.74100000000027
753,2123,93.13800000000015
754,2142,124.66600000000015
755,1241,36.35000000000005
756,2057,89.66600000000022
757,2566,135.08700000000013
758,2567,260.7669799685461
758,2568,49.1480200314547
759,2565,158.32400000000027
760,1231,57.095995428093104
760,1256,42.52700457190703
761,1228,134.19700000000026
762,1231,198.6430000000003
763,1184,33.808000000000014
764,3029,132.21900000000034
765,3030,107.37900000000016
766,3027,151.932
767,1216,34.33000000000006
768,3031,148.9700000000002
769,3308,116.53800000000035
770,1213,145.16000000000003
771,3228,201.76300000000037
772,3306,91.73900000000017
773,3583,149.22900000000018
774,3229,167.76600000000036
775,2094,146.305
776,3051,155.32700000000014
777,1281,104.63800000000025
778,3052,154.94400000000027
779,2393,152.91100000000012
780,2399,111.5250000000002
781,2394,160.151
782,2045,90.02600000000021
783,3046,169.16500000000028
784,2407,212.96700000000027
785,2574,42.76400000000011
786,2574,87.1720000000001
787,2144,130.11800000000028
788,2575,73.7500000000002
789,1261,69.20700000000022
790,3042,81.60800000000026
791,2576,37.09400000000003
792,3060,147.43900000000045
793,2450,72.59943483527582
793,3056,57.62056516472443
794,3377,76.02500000000015
795,1260,200.949
796,2410,104.58600000000017
797,1269,138.7930000000003
798,2571,76.11000000000034
799,2044,77.16700000000012
800,2413,97.59500000000024
801,1276,92.31800000000023
802,2415,102.14400000000029
803,2466,92.07900000000011
804,2418,59.370000000000175
805,3379,58.511000000000166
806,2467,37.07400000000007
807,2157,114.85200000000015
808,2416,37.835000000000036
809,3761,119.76000000000022
810,2456,86.9650000000002
811,2048,88.39300000000014
812,2577,105.50200000000022
813,2126,63.16600000000008
814,2136,80.24300000000028
815,2132,52.54300000000012
816,2049,20.638000000000066
817,2174,7.928000000000011
818,1296,96.98400000000014
819,1297,63.96900000000011
820,2451,127.45800000000027
821,1295,211.9280000000004
822,1303,104.15200000000023
823,1304,53.73400000000005
824,1310,106.78700000000026
825,1301,187.00200000000046
826,1952,193.67800000000057
827,2439,53.49300000000017
828,2579,116.83300000000025
829,1950,27.65700000000008
830,3447,121.15700000000018
831,2859,70.19000000000023
832,2096,94.27800000000025
833,2425,64.32400000000021
834,3529,249.94344292823757
834,3532,318.5215570717633
835,2998,56.22000000000015
836,3521,72.80000000000008
837,2010,51.8080000000001
838,3517,130.7950000000003
839,1341,108.69000000000025
840,1307,279.527000000001
841,2214,112.57700000000041
842,3534,50.021000000000065
843,3524,41.56550395017187
843,3536,73.30549604982825
844,2427,100.14500000000021
845,2109,510.3640000000022
846,1857,92.37200000000021
847,3444,143.74100000000018
848,1363,48.07800000000005
849,3440,156.45600000000024
850,3443,79.53000000000016
851,1856,65.70700000000015
852,2939,22.04200000000005
853,3726,54.158000000000044
854,2083,31.90500000000005
855,3204,23.61554382745538
855,3662,10.653456172544674
856,3731,141.63100000000026
857,3650,38.55900000000006
858,3881,19.471882072448636
858,3884,25.190117927551505
859,3884,6.263000000000011
860,3477,36.41100000000009
861,3842,200.40500000000017
862,3711,128.23000000000047
863,3750,0.0
864,3794,72.62600000000016
865,3759,237.87099999999964
866,3626,150.68400000000017
867,3626,16.864049843249163
867,3659,131.56695015675112
868,1892,94.6990000000004
869,3541,143.60100000000034
870,3679,39.49800000000005
871,3658,65.52100000000011
872,3774,43.08200000000007
873,3690,176.48299999999986
874,3686,58.31300000000011
875,3707,3.7100000000000057
876,3349,283.3550000000002
877,3752,2.342000000000002
878,1887,17.871000000000038
879,3603,44.666999999999994
880,3232,62.287000000000155
881,3707,33.61400000000007
882,3689,67.85500000000015
883,3628,190.96299999999974
884,3774,0.5730000000000014
885,3290,35.592000000000034
886,3691,51.216000000000044
887,3687,91.16500000000033
888,3638,81.56900000000022
889,3233,132.49100000000058
890,2492,53.0730000000001
891,2977,125.22500000000035
892,3652,148.85400000000035
893,3284,20.53100000000002
894,3734,358.32500000000107
895,3720,11.904000000000005
896,3680,169.1800000000002
897,3734,66.97400000000012
898,3708,154.88600000000054
899,2895,99.9520000000003
900,2845,235.3659999999997
901,2538,6.750000000000001
902,1347,143.52200000000045
903,3709,108.64800000000024
904,3602,208.09199999999984
905,3721,14.26800000000001
906,3630,264.9120000000004
907,3661,33.78700000000016
908,3792,0.8270000000000017
909,3310,50.02500000000007
910,3684,56.27200000000011
911,2741,51.134000000000086
912,3666,66.45800000000017
913,2750,32.44700000000009
914,2751,14.716000000000031
915,4423,90.5270000000002
916,3657,35.451000000000064
917,2787,50.589000000000105
918,3279,67.76000000000026
919,3633,71.93200000000006
920,3573,47.17600000000012
921,3656,56.01900000000017
922,3497,21.925000000000082
923,3629,58.113000000000106
924,3655,136.3000000000004
925,3665,64.19000000000007
926,3669,71.95300000000005
927,2020,148.20300000000032
928,2206,48.089000000000105
929,3891,13.202000000000007
930,2946,81.55400000000024
931,2946,5.503000000000003
932,3702,131.32600000000036
933,3622,89.0590000000002
934,3677,24.295000000000044
935,3676,47.3260000000001
936,3682,97.37700000000034
937,2811,122.35400000000018
938,3741,117.64300000000014
939,3675,41.519000000000105
940,3646,181.81399999999982
941,3277,50.227000000000025
942,2929,54.964000000000176
943,1852,163.76699999999994
944,3621,21.37200000000008
945,3605,47.913000000000125
946,3742,96.30300000000005
947,3962,122.41200000000025
948,3156,28.148000000000078
949,3563,216.31200000000013
950,1634,50.86600000000012
951,1396,77.53000000000021
952,2119,8.247000000000012
953,3744,51.02800000000015
954,2225,110.04500000000026
955,2591,96.5300000000003
956,3275,13.943000000000023
957,3688,18.557000000000034
958,2941,78.5190000000002
959,3703,1.3350000000000015
960,3417,60.57100000000022
961,4641,96.36400000000009
962,4705,203.42071475122623
962,4781,52.3182852487741
963,3613,24.673000000000037
964,3418,26.395000000000074
965,4711,350.53300000000013
966,4625,35.52400000000002
967,2267,56.56000000000014
968,3615,38.82200000000005
969,3492,2.2620000000000036
970,3367,98.11200000000021
971,2653,72.77300000000015
972,3755,67.67300000000016
973,3618,41.082000000000114
974,2088,73.34600000000012
975,4800,23.228000000000044
976,2260,183.84999999999988
977,4780,5.698000000000002
978,3037,27.63400000000003
979,3640,78.84300000000016
980,2649,74.28000000000023
981,2698,68.00700000000015
982,3771,36.41700202322828
982,3775,111.99699797677204
983,3694,122.57000000000038
984,3301,18.217000000000038
985,3617,61.878000000000114
986,2699,67.05400000000013
987,1854,102.28700000000012
988,1382,87.8850000000002
989,3125,84.31800000000018
990,1402,97.7100000000001
991,3772,0.15500000000000028
992,3857,268.6930000000005
993,3715,135.28000000000046
994,1606,93.3870000000002
995,3595,117.18700000000018
996,3596,278.8830000000007
997,3619,44.89900000000016
998,3548,0.15100000000000033
999,3855,86.64600000000021
1000,4567,45.966014394555266
1000,4799,111.11698560544508
1001,3610,42.50500000000007
1002,3757,75.43100000000024
1003,3606,40.77500000000015
1004,2587,218.48600000000008
1005,3365,1.4390000000000016
1006,1440,143.7900000000002
1007,3698,334.5450000000005
1008,3777,8.324000000000014
1009,4158,194.81399999999954
1010,3639,121.08900000000007
1011,3502,0.6760000000000014
1012,3693,124.95300000000006
1013,1552,27.792602947418356
1013,3654,57.244397052581846
1014,2638,42.978504248832195
1014,3609,7.4064957511679586
1015,1505,96.77400000000009
1016,3186,57.961000000000126
1017,4578,204.70399999999964
1018,3836,0.7520000000000017
1019,3625,26.480000000000036
1020,3717,46.99900000000013
1021,3607,54.60884259681111
1021,3609,72.46815740318914
1022,3651,150.49600000000007
